num|Title|Summary

2233|กนง. ชี้ ยังไม่เกิด เงินฝืด แม้เงินเฟ้อติดลบ เชื่อเป็นปัจจัยชั่วคราว จากน้ำมันดิ่ง|กนง.เปิดรายงาน ประชุมกนง.ล่าสุด ชี้ อัตราเงินเฟ้อทั่วไปที่มีแนวโน้มติดลบ มากกว่าประเมินไว้ เชื่อเป็นผลชั่วคราว จากราคาพลังงานเป็นสำคัญ ขณะที่คาดเงินเฟ้อในระยะปานกลางยังยึดเหนี่ยวอยู่ในกรอบเป้าหมาย จึงไม่มีความเสี่ยงต่อภาวะเงินฝืด 
2234|คลังชงเยียวยากลุ่มตกหล่นล็อตสุดท้าย 9 ล้านคน|ปลัดคลังเผย คณะกรรมการพิจารณาเยียวยากลุ่มตกหล่นสรุปจำนวนที่จะรับเยียวยาล็อตสุดท้ายรวม 9 ล้านคน โดยจะเสนอคณะกรรมการกลั่นกรองพิจารณาสัปดาห์หน้าและเสนอคณะรัฐมนตรีในสัปดาห์ถัดไป
2235|กนง.จับตา ครัวเรือน-ธุรกิจ ผิดนัดชำระหนี้พุ่ง หวั่น กระเทือนทั้งระบบศก.|กนง.เปิดรายงานผลประชุมกนง.รอบ 20พ.ค. แนะจับตา ความเสี่นงด้านสภาพคล่อง ความมั่นคงทางการเงิน ของครัวเรือนใกล้ชิด หวั่นหากเกิดผิดนัดชำระหนี้เป็นวงกว้าง อาจกระทบแบงก์-นอนแบงก์ กองทุนรวม สหกรณ์ ย้อนกลับมากระทบระบบเศรษฐกิจได้

2236|หุ้นแบงก์คึก บวกเกิน 5% ยกกลุ่ม โบรกชี้แรงหนุนจากฟันด์โฟลว์ต่างชาติ|หุ้นแบงก์วิ่งขึ้นยกแผง 5-10% KBANK - SCB กอดคอนำ นักวิเคราะห์ชี้แรงหนุนจากเงินลงทุนต่างชาติ ซึ่งเข้ามาซื้อสุทธิตั้งแต่ต้นสัปดาห์
2237|การบินไทยชง4เรื่องขอรัฐบาลช่วยเหลือ|การบินไทยเสนอ 4 เรื่องให้รัฐบาลช่วยเหลือ ทั้งจัดไทม์สล็อตเที่ยวบิน ประสานต่างประเทศห้ามยึดเครื่อง ช่วยเจรจาคู่ค้าบรรเทาค่าใช้จ่ายและการเปลี่ยนแปลงสิทธิหลังเป็นบริษัทมหาชน

2238|หุ้นไทย เวลา 10.01น. ดัชนีอยู่ที่ 1,394.98 จุด บวก 20.80 จุด หรือ 1.51% |กรุงเทพธุรกิจออนไลน์ ณ เวลา 10.01น. การซื้อขายหลักทรัพย์ภาคเช้าวันพฤหัสบดี (4 มิ.ย. 63) ดัชนีอยู่ที่ 1,394.98 จุดปรับเพิ่มขึ้น 20.80 จุด คิดเป็น 1.51% มูลค่าการซื้อ-ขายทั้งสิ้น 8,764.71 ล้านบาท

2239| SCB ตั้ง มาณพ นั่ง รองผู้จัดการใหญ่ กลุ่มการเงิน |ไทยพาณิชย์ ประกาศตั้ง มาณพนั่งแท่น รองผู้จัดการใหญ่ กลุ่มการเงิน มีผล15มิ.ย.นี้เป็นต้นไป
2240|หุ้นไทยเช้านี้เปิดตลาดพุ่งแรงกว่า 22.07 จุด|ดัชนีตลาดหุ้นไทยวันนี้เปิดที่ 1,396.25 จุด เพิ่มขึ้น 22.07 จุด หรือ +1.61% มีมูลค่าการซื้อขาย 6,221.03 ล้านบาท
2241|ราคาทองวันนี้ร่วง 150 บาท|ราคาทองวันนี้ เปิดตลาดร่วง150 บาท ทองรูปพรรณขาย26,100 บาท ทองแท่งขาย 25,600 บาท
2242| ชดเชยหยุดยาวหนุน ท่องเที่ยว อย่า ละเลย ปัญหาธุรกิจอื่น|ประเด็นที่ได้รับความสนใจอย่างมากเมื่อเจ้ากระทรวงวัฒนธรรมเสนอมาตรการกระตุ้นการท่องเที่ยวของไทย ด้วยวันหยุดชดเชยสงกรานต์ในช่วงเดือน ก.ค. ซึ่งมีการระบุว่าอาจจะเป็นวันที่ 4 – 9 ก.ค. นี้ เพื่อเสนอให้ครม.พิจารณาสุดสัปดาห์
2243|จับตา เทรดวอร์ ป่วนลงทุน ดัชนีหุ้นเดือนมิ.ย.ส่อพักฐาน|นักวิเคราะห์เตือนตลาดหุ้นเดือน มิ.ย. ชะลอการฟื้นตัว จับตา เทรดวอร์ อาจบานปลาย แนะเลือกหุ้นอิงเศรษฐกิจในประเทศ หลังสถานการณ์โควิด-19 เริ่มคลี่คลาย
2244|ธปท.อัตราแลกเปลี่ยนกลาง 31.577 บาท/ดอลลาร์ (แข็งค่า 0.157 บาท/ดอลลาร์)|กรุงเทพธุรกิจออนไลน์ / อัตราอ้างอิงค่าเงินบาทของธนาคารแห่งประเทศไทย ณ สิ้นวันทำการวันอังคาร (2 มิ.ย. 63)อยู่ที่ระดับ 31.577 บาท/ดอลลาร์

2245|ธปท.อัตราแลกเปลี่ยนกลาง 35.5289 บาท/ยูโร (แข็งค่า 0.1891 บาท/ยูโร)|กรุงเทพธุรกิจออนไลน์ / อัตราถัวเฉลี่ยค่าเงินยูโรต่อบาท ณ สิ้นวันทำการวันอังคาร (2 มิ.ย. 63) อยู่ที่ระดับ 35.5289 บาท/ยูโร

2246|BA คาดเซ็นสัญญาร่วมทุนโครงการพัฒนาสนามบินอู่ตะเภาฯภายในเดือนมิ.ย.นี้|การบินกรุงเทพ คาดกิจการร่วมค้าบีบีเอส จะลงนามในสัญญาร่วมทุนกับสกพอ.ดำเนินโครงการพัฒนาสนามบินอู่ตะเภาและเมืองการบินภาคตะวันออกภายในเดือนมิ.ย.นี้
2247|ชุมนุมฟื้นฟู THAI|หลังการยื่นฟื้นฟู THAI และศาลล้มละลายกลางรับพิจารณาเรียบร้อย ยังมีเรื่องชุลมุนในก๊วนผู้บริหารแผนออกมาตลอด
2248|ลุ้นหุ้นไทยพุ่งแตะ 1,400 จุด รับอานิสงส์ภาวะศก.โลกเริ่มฟื้น|นักวิเคราะห์ บล.กรุงศรี ประเมินตลาดหุ้นไทยวันนี้ปรับตัวขึ้นทดสอบ 1,390 – 1,400 จุด เหตุคาดภาวะเศรษฐกิจโลกฟื้นตัว-ตัวเลขจ้างงานสหรัฐออกมาดีกว่าคาด ประกอบกับทิศทางฟันด์โฟลว์ต่างชาติเริ่มส่งสัญญาณไหลเข้า
2249|เงินบาท เปิดตลาดเช้านี้ อ่อนค่า ที่ 31.58 บาทต่อดอลลาร์|ตลาดการเงินเคลื่อนไหวในแดนบวก แต่ยังมีความกังวลกับทิศทางเงินดอลลาร์อ่อนค่าจากปัญหาการเมืองในสหรัฐที่วุ่นวาย ขณะที่เงินบาทที่ปรับตัวแข็งค่าจนชนแนวรับหลักที่ 31.50 บาทต่อดอลลาร์ กลับพบกับแรงขายระยะสั้นและมีแรงซื้อเก็งกำไรสวนกลับขึ้นมา 
2250|SSFX ลุ้นมิ.ย.นี้ เงินทะลักก่อนสิ้นโควต้าภาษี|มอนิ่งสตาร์ มั่นใจเดือนมิ.ย. เงินไหลเข้ากอง เอสเอสเอฟเอ็กซ์ พรึบ เหตุเป็นเดือนสุดท้ายก่อนหมดโควต้าส่วนลดภาษีที่เพิ่มขึ้น ขณะยอดขาย 2 เดือนแรกยังอืด เผยเงินไหลเข้าเพียง 2.6 พันล้าน ด้าน บลจ. อัดแคมเปญ แคชแบ็ค เป็นหน่วยลงทุน 
2251|หุ้น กลาง-เล็ก ซิลลิ่งคึกคัก เชาว์สตีล ชนเพดาน 10 ครั้ง|หุ้น กลาง-เล็ก ชนซิลลิ่งคึกคัก เชาว์ สตีล ราคาพุ่งชนเพดานบนถึง 10 ครั้ง ด้าน ภากร ยอมรับส่วนหนึ่งจากการปรับเกณฑ์ซิลลิ่ง-ฟลอร์ เหลือ 15% ทั้งหุ้นบางตัวยังวิ่งจากข่าวที่เข้ามากระทบ เตือนนักลงทุนศึกษาข้อมูลก่อนตัดสินใจลงทุน 
2252|ส่องประวัติ 3 รองผู้ว่าธปท. คุณสมบัติเด่น ไม่แพ้ คนนอก|การตัดสินใจ ไม่ลงสมัคร คัดเลือกผู้ว่าการธนาคารแห่งประเทศไทย หรือ ผู้ว่าธปท. ใน วาระสอง ของ วิรไท สันติประภพ ด้วยเหตุผลต้องการให้เวลากับครอบครัว 
2253|ตกลงเราออกจาก ภาวะตลาดหมี แล้วใช่หรือไม่?|สถานการณ์การลงทุนในปัจจุบันนี้ ที่ตลาดหุ้นโลกฟื้นกลับขึ้นมาจากจุดต่ำสุดเมื่อเดือน มี.ค.แล้วมากกว่า 30% หมายความว่าขณะนี้ตลาดหุ้นโลกหลุดพ้น ภาวะตลาดหมี มาแล้วใช่หรือไม่? หาคำตอบได้ที่นี่
2254|บัญชีกลางเผยยอดส่งยาผู้ป่วยสิทธิสวัสดิการแล้วเกือบแสนราย|บัญชีกลางเผยยอดส่งยาให้แก่ผู้ป่วยสิทธิสวัสดิการค่ารักษาพยาบาลข้าราชการแล้วเกือบแสนรายเพื่อหลีกเลี่ยงความเสี่ยงในการเดินทางมายังสถานพยาบาล ในช่วงการแพร่ระบาดของโรคโควิด-19​
2255|คลินิกแก้หนี้ ฮอต! ธปท. คาด ยอดเข้าโครงการครึ่งแรก 63 เกิน 5พันราย|ธปท.คาดยอดเข้าโครงการคลินิกแก้หนี้สะพัด เกิน 5พันราย มีลูกหนี้อยู่ระหว่างพิจารณาเพียบ ชี้ยา 2 ขนาน ช่วยเอ็นพีแอลไม่เพิ่ม ลูกหนี้72% มีภาระดอกเบี้ยลดลง
2256|รุ่นน้องสุดเลิฟ|ดูการสรรหาตำแหน่งใหญ่ ผู้ว่าแบงก์ชาติ เวียนมาใกล้จะเปิดตัวผู้สมัครชิงเก้าอี้กันแล้ว ว่าจะมีใครบ้าง หลังผู้ว่าคนปัจจุบัน วิรไท สันติประภพ จะหมดวาระลงเดือนก.ค.และประกาศชัดเจนไม่ลงต่ออีกวาระแน่นอน
2257|บีทีเอส กำไรพุ่ง 184% เคาะ เพิ่มทุน-ปันผล|บีทีเอส กรุ๊ป เผยงวดปี 62/63 กำไรสุทธิ 8.16 พันล้านบาท เพิ่มขึ้น 184% จากช่วงเดียวกันปีก่อนที่ 2.87 พันล้านบาท ด้าน บอร์ดไฟเขียวเพิ่มทุนขายนักลงทุนในวงจำกัด 1.1 พันล้านหุ้น พร้อมจ่ายเงินปันผล 0.15 บาทต่อหุ้น กำหนดจ่าย 14 ส.ค.นี้ 
2258|9 บจ. ยืดหนี้หุ้นกู้ไร้ผลกระทบ ไทยบีเอ็มเอ ชี้มูลค่าแค่ 0.17% ของตลาด|สมาคมตลาดตราสารหนี้ไทย เผยมีหุ้นกู้ไฮยิลด์บอนด์ 9 บจ. ขอเลื่อนเวลาไถ่ถอน คิดเป็นมูลค่ารวม 3-4 พันล้านบาท โดยขอยืดไปอีก 6 เดือนถึง 1 ปี หวังรอสภาพคล่องกลับสู่ปกติหลังคลายล็อกดาวน์ มั่นใจไร้ปัญหา เหตุคิดเป็นสัดส่วนเพียง 0.17% ของหุ้นกู้ทั้งระบบ
2259|ธ.ก.ส. ปล่อย สินเชื่อฉุกเฉิน แบบ new normal ไม่ต้องไปธนาคาร แต่ทำผ่านแอพพลิเคชั่นได้ง่ายๆ|ธ.ก.ส. เปิดให้บริการ สินเชื่อฉุกเฉิน ทั้งการลงทะเบียน และทำสัญญาอิเล็กทรอนิกส์ ผ่านแอพพลิเคชั่น ทำได้ง่ายๆ ด้วยตัวเอง ไม่ต้องไปที่สาขาธนาคาร เพียงมีคุณสมบัติตรงตามที่ธนาคารกำหนด
2260|AEC เปลี่ยนมติเพิ่มทุน พร้อมลดราคาขายหุ้นเหลือ 0.10 บาท/หุ้น|บริษัทหลักทรัพย์ เออีซี แจ้งที่ประชุมบอร์ดไฟเขียวเปลี่ยนมติเพิ่มทุนเป็นออกหุ้นสามัญเพิ่มทุนจำนวน 4,500 ล้านหุ้น จากเดิมจำนวน 750 ล้านหุ้น พร้อมลดราคาเสนอขายหุ้นเพิ่มทุนเหลือ 0.10 บาทต่อหุ้น จากเดิม 0.60 บาทต่อหุ้น
2261|ธปท.ห่วง บาทแข็ง สวนทาง ดุลบัญชีเดินสะพัด|ธปท.เศรษฐกิจไทยระยะถัดไป มีความไม่แน่นอนสูง สั่งจับตาค่าเงินใกล้ชิด ชี้แนวโน้มดุลบัญชีเดินสะพัดส่อเข้าสู่ภาวะปกติมากขึ้น เชื่อไม่ใช่แรงกดดันเงินบาทในระยะข้างหน้า
2262|ไทยไลฟ์ พร้อมเปิดบริการสาขา-ศูนย์ CSC ตั้งแต่ 1 มิ.ย. 63 สอดคล้องมาตรการผ่อนคลายภาครัฐ|ไทยประกันชีวิตพร้อมเปิดให้บริการที่ทำการสาขา-ศูนย์ CSC ตั้งแต่ 1 มิถุนายน 63 เป็นต้นไป สอดคล้องกับมาตรการผ่อนคลายของภาครัฐ ชี้ยังคงแนวทางป้องกันการแพร่ระบาดอย่างเคร่งครัด 
2263| เงินบาทแข็งค่าสุดในรอบ2 เดือนครึ่งครั้งใหม่|เงินบาทแข็งค่าสุดในรอบ2เดือนครึ่งครั้งใหม่ที่ระดับ 31.50บาทต่อดอลลาร์ ก่อนปิดตลาดที่31.55 บาทต่อดอลลาร์ จากแรงหนุนสินทรัพย์เสี่ยงในภาพรวม หลังสัญญาณการคลายล็อกเศรษฐกิจของหลายๆ ประเทศทั่วโลก
2264|หุ้นไทย ภาคบ่าย ปิดตลาด 1,374.18 จุด บวก 21.81 จุด หรือ 1.61%|กรุงเทพธุรกิจออนไลน์ - การซื้อขายหลักทรัพย์ภาคบ่ายวันอังคาร (2 มิ.ย. 63) เวลา 17.00 น. ดัชนีปิดที่ระดับ 1,374.18 จุด ปรับเพิ่มขึ้น 21.81 จุดหรือคิดเป็น 1.61% มูลค่าการซื้อ-ขายทั้งสิ้น 70,987.07 ล้านบาท

2265|วิวัฒนาการของชีวิต นักลงทุน|ส่องเส้นทางนักลงทุนของ ดร.นิเวศน์ เหมวชิรวรากร พร้อมเปิดมุมมองและแนวคิดที่เปลี่ยนไปตามช่วงชีวิต ที่สะท้อนว่าความเก่ง หากอยู่ต่างสนามที่คุ้นเคยอาจไม่ได้เก่ง รวมถึงความเป็นนักสู้กลับกลายเป็นนักเลือกแทน และมีแนวคิดที่น่าสนใจอื่นๆ ติดตามได้ที่บทความนี้
2266|ยังมีหวัง! เราไม่ทิ้งกัน ผู้ไม่ผ่านเกณฑ์ 1.7 ล้านคน เตรียมพิจารณา เยียวยา รอบใหม่|คลัง เผย เตรียมตรวจสอบสิทธิ ผู้ไม่ผ่านเกณฑ์ เราไม่ทิ้งกัน 1.7 ล้านราย พิจารณาเสนอ เยียวยา รอบใหม่ เข้าที่ประชุมคณะกรรมการฯ พฤหัสนี้
2267|คลัง-ททท.เล็งคลอดแจกเงินกระตุ้นท่องเที่ยวก.ค.นี้|คลัง-ททท.หารือแจกเงินดึงไทยเที่ยวไทย 4 มิ.ย.นี้ เพื่อให้ทันใช้ภายในเดือนก.ค.นี้ พร้อมถกคณะปลัดเยียวยาแจกเงินช่วยกลุ่มคนตกหล่นเพิ่มเติม
2268|คลังเผย ลดภาษีที่ดิน 90% ท้องถิ่นสูญรายได้ 3.6 หมื่นล้าน|ครม.เคาะลดภาษีที่ดินและสิ่งปลูกสร้างลง 90%ของจำนวนที่จ่าย เพื่อบรรเทาผลกระทบโควิด-19 ส่งผลให้ท้องถิ่นสูญเสียรายได้ 3.6 หมื่นล้านบาท โดยระยะเวลาการจ่ายยังคงเวลาเดิม คือ ส.ค.นี้ ขณะที่ คลังและมหาดไทยออกกฎหมายลูกครบ 18 ฉบับแล้ว
2269|หุ้นไทย ภาคเช้า ปิดที่ 1,364.52 จุด บวก 12.15 จุด หรือ 0.90%|กรุงเทพธุรกิจออนไลน์ - การซื้อขายหลักทรัพย์ภาคเช้าวันอังคาร (2 มิ.ย. 63) เวลา 12.30 น. ดัชนีปิดอยู่ที่ 1,364.52 จุด ปรับเพิ่มขึ้น 12.15 จุด หรือ 0.90% มูลค่าการซื้อ-ขายทั้งสิ้น 34,103.30 ล้านบาท

2270|ตรวจสอบสิทธิ์ เราไม่ทิ้งกัน โอน เงินเยียวยา อีก 4 หมื่นราย ก่อนโอนทิ้งทวนรอบสุดท้ายศุกร์นี้ |คลัง เผยโอน เงินเยียวยา 15,000 บาท จากมาตรการ เราไม่ทิ้งกัน เพิ่มเติมวันนี้อีก 4 หมื่นราย ก่อนทิ้งทวนรอบสุดท้ายวันที่ 5 มิถุนายนนี้ ใครยังไม่ได้ตรวจสอบสถานะรีบเลย
2271|ธ.ก.ส.โอนเยียวยาเกษตรกรแล้ว7.1ล้านราย|ธ.ก.ส.โอนเงินเยียวยาแก่เกษตรกรแล้วจำนวน  7.1 ล้านราย เป็นเงินกว่า 3.55 หมื่นล้านบาท ขณะที่ ไม่สามารถโอนเนื่องจากไม่พบบัญชีเงินฝากถึง 3.56 แสนราย และเป็นรายชื่อผู้เสียชีวิตถึง 1.32 แสนราย และเป็นข้าราชการ 9.14 หมื่นราย

2272|KBANK หั่นจีดีพี ปี63 ลบ6% พิษ โควิด-19|ศูนย์วิจัยกสิกรไทย คาดเศรษฐกิจไทยหดตัวลึกขึ้นจากเดิมที่ -5% มาเป็น -6% ขณะที่เศรษฐกิจโลกยังมีความไม่แน่นอนสูง
2273|ธปท.อัตราแลกเปลี่ยนกลาง 31.734 บาท/ดอลลาร์ (แข็งค่า 0.098 บาท/ดอลลาร์)|กรุงเทพธุรกิจออนไลน์ / อัตราอ้างอิงค่าเงินบาทของธนาคารแห่งประเทศไทย ณ สิ้นวันทำการวันจันทร์ (1 มิ.ย. 63)อยู่ที่ระดับ 31.734 บาท/ดอลลาร์

2274|ธปท.อัตราแลกเปลี่ยนกลาง 35.7180 บาท/ยูโร (อ่อนค่า 0.0647 บาท/ยูโร)|กรุงเทพธุรกิจออนไลน์ / อัตราถัวเฉลี่ยค่าเงินยูโรต่อบาท ณ สิ้นวันทำการวันจันทร์ (1 มิ.ย. 63) อยู่ที่ระดับ 35.7180 บาท/ยูโร 

2275|หุ้นไทย เวลา 10.24น. ดัชนีอยู่ที่ 1,359.52 จุด บวก 7.15 จุด หรือ 0.53%|กรุงเทพธุรกิจออนไลน์ ณ เวลา 10.24น. การซื้อขายหลักทรัพย์ภาคเช้าวันอังคาร (2 มิ.ย. 63) ดัชนีอยู่ที่ 1,359.52 จุดปรับเพิ่มขึ้น 7.15 จุด คิดเป็น 0.53% มูลค่าการซื้อ-ขายทั้งสิ้น 11,825.86 ล้านบาท

2276| ฟูรูกาวา อิเลคทริค ตัดขายหุ้น FMT เกลี้ยงพอร์ต|ฟูรูกาวา เม็ททัล (ไทยแลนด์) แจ้งเมื่อวันที่ 1 มิ.ย.63 ฟูรูกาวา อิเลคทริค ขายหุ้นจำนวน 20,280,280 หุ้น หรือคิดเป็น 42.2505% 
2277|Wing Shing Vincent LEUNG ดอดซื้อหุ้น NINE สัดส่วน16.40%|เนชั่น อินเตอร์เนชั่นแนล เอ็ดดูเทนเมนท์ แจ้งนายWing Shing Vincent LEUNG ซื้อหุ้นจำนวน 59,958,387 หุ้น หรือคิดเป็น 16.4022% 
2278|ผู้ประกอบการเงินดิจิทัล เตรียมถกกลต.ผ่อนเกณฑ์ควบคุม|ผู้ประกอบการเงินดิจิทัล เตรียมหารือก.ล.ต. ผ่อนปรนมาตรการกำกับดูแล โดยเฉพาะการยืนยันตัวตนผ่าน NDID ของผู้มีถิ่นที่อยู่อาศัยนอกประเทศ เหตุช่วงสถานการณ์โควิดการดำเนินการทำได้ยาก
2279|เงินบาทเช้าวันนี้ แข็งค่าทำสถิติใหม่รอบ2เดือนครึ่ง|เงินบาทเช้าวันนี้แข็งค่าที่ 31.63 บาทต่อดอลลาร์ แตะระดับแข็งค่าสุดในรอบ2เดือนครึ่งครั้งใหม่ แต่การแข็งค่าชะลอลงหลังจากมีสัญญาณธปท. เข้าดูแล ตลาดจับตาปัญหาจลาจลในสหรัฐ
2280|BTS โชว์กำไรปี 62/63 พุ่ง 184% พ่วงปันผล 0.15 บาทต่อหุ้น จ่อเพิ่มทุน 1.1 พันลบ.|BTS เผยกำไรปี 62/63 แตะ 8.2 พันล้านบาท โต 184% พร้อมจ่ายปันผล 0.15 บาทต่อหุ้น บอร์ดชงที่ประชุมอนุมัติวงเงินเพิ่มทุน 1.1 พันล้านบาท พ่วงหุ้นกู้เพิ่ม 3 หมื่นล้านบาท 
2281|ราคาทองวันนี้ คงที่|ราคาทองวันนี้คงที่ ทองรูปพรรณขายออก 26,550 บาท ทองแท่งขายออก 26,000บาท
2282|ธปท.จ่อคุมสินเชื่อดิจิทัล เปิดช่องคนเข้าถึงเงินกู้|แบงก์ชาติ เตรียมออกมาตรการกำกับดูแล สินเชื่อดิจิทัล โดยเปิดรับฟังความเห็นผู้เกี่ยวข้องถึงสิ้นเดือนมิ.ย.นี้ หวังเปิดช่องให้ประชาชนเข้าถึงบริการทางการเงินในวงกว้างมากขึ้น ลดพึ่งพาหนี้นอกระบบ กำหนดวงเงินปล่อยกู้ไม่เกิน 2 หมื่น
2283|ศรีตรัง ฯ ราคาพุ่งรอบ 3 ปี  จุดพลุหนุนธุรกิจถุงมือยาง|รอบเดือนพ.ค. แรงขายที่กดตลาดหุ้นไทยให้ปรับตัวลดลงอย่าง Sell in May and Go Away กลับไม่เกิดขึ้น เฉพาะในเดือนพ.ค. ที่ดัชนีมักจะปรับตัวลดลงกลายเป็นปรับตัวเพิ่มขึ้น 3.2 % และเฉลี่ย 10 ปี ผลตอบแทนเฉลี่ยอยู่ที่ 2.7 %
2284|หุ้นไทยวันนี้ส่อผันผวน หลังปัจจัยบวก-ลบยังตามกดดัน |นักวิเคราะห์บล.กรุงศรี ประเมินตลาดหุ้นไทยวันนี้แกว่งตัวบริเวณ 1,345 – 1,365 จุด แม้ยังมีแรงหนุนจากราคาน้ำมันดิบพุ่งขึ้นเหนือ 35 ดอลลาร์ต่อบาร์เรล แต่หวั่นสงครามการค้าเริ่มระอุ- การเมืองภายในที่มีความไม่แน่นอน พร้อมกดดันให้ภาวะตลาดผันผวน
2285| จับตาโบรก 3 A|ผลพวงจากการ บริหารเงินกองทุนรักษาสภาพคล่อง หรือ NC ของ บล.เออีซี ลงมาติดลบจนเป็นข่าวคึกโครมในสัปดาห์ก่อน
2286|เงินบาท เปิดตลาดเช้านี้ แข็งค่า ที่ 31.65 บาทต่อดอลลาร์ |ตลาดการเงินเคลื่อนไหวในแดนบวก แต่ยังมีความกังวลกับทิศทางเงินดอลลาร์อ่อนค่าจากปัญหาการเมืองในสหรัฐที่วุ่นวายและมุมมองของนักลงทุนต่อสถานะสกุลเงินปลอดภัยของดอลลาร์เป็นจุดที่ต้องติดตามมากที่สุด ทำให้เงินบาทเริ่มแข็งค่าไว
2287|สมพร หวังปั้น TIP Coin สู่ เงินดิจิทัล แบบไร้รอยต่อ|หากกล่าวถึง สกุลเงินดิจิทัล หรือ คริปโตเคอร์เรนซี ( cryptocurrency) กับวงการธุรกิจประกันภัย เชื่อว่าหลายคนเริ่มนึกถึง TIP COIN ของบิ๊กประกันวินาศภัยอย่าง ทิพยประกันภัย กันแน่นอน เพราะเรียกได้ว่าเป็น เหรียญดิจิทัล รายแรกของอุตสาหกรรมประกันภัย 
2288|โบรกฟันธง หุ้นไทย แพง! เตือนระวังลงทุน-หวั่นกำไรไตรมาส 2 ทรุดหนัก|นักวิเคราะห์ เตือนเพิ่มความระมัดระวังลงทุนในหุ้น หลังดัชนี หุ้นไทย เริ่มแพง ทั้ง ส่อปรับฐานในช่วง 3-6 เดือนข้างหน้า บล.กรุงศรี แนะโยกเข้ากลุ่มหลบภัย ด้าน บล.บัวหลวง คาดกำไรบริษัทจดทะเบียนไตรมาส 2 ปีนี้ ส่อหดตัวกว่า 47% 
2289|กลยุทธ์ การลงทุน เดือนมิถุนายน|เปิดกลยุทธ์การลงทุนในเดือนมิถุนายน 2563 หุ้นกลุ่มไหนน่าลงทุน หรือกลุ่มไหนควรเลี่ยง ท่ามกลางดัชนีหุ้นไทยที่มีแนวโน้มปรับตัวขึ้น 
2290|MONOปิดกิจการ 2 บริษัทย่อยหลังขาดทุนต่อเนื่อง	|MONO หยุดดำเนินธุรกิจ 2 บริษัทย่อย โมโนเรดิโอ- โมโน เรดิโอบรอดคาซท์ เหตุ มีผลขาดทุนต่อเนื่อง รวมถึงเศรษฐกิจชะลอตัว ยันไม่มีผลกระทบต่อผลดำเนินงาน
2291|บินไทยแจงเหตุเบี้ยวหนี้หุ้นกู้ ชี้อยู่ในขั้นตอนขอฟื้นฟูกิจการ|บินไทย แจงไม่สามารถชำระหนี้หุ้นกู้ได้ เหตุอยู่ในช่วงฟื้นฟูกิจการทำให้บริษัทอยู่ในสภาวะพักการชำระหนี้ พร้อมยอมรับอาจทำให้เกิดเหตุผิดนัดชำระหนี้ในหุ้นกู้ชุดอื่นๆ ด้วย
2292|ธอส.ปล่อยกู้บ้าน เราไม่ทิ้งกัน สูงสุด 3 ล้าน ดอกเบี้ยคงที่ 2 ปี |ธอส.ออกมาตรการช่วยคนอยากซื้อบ้าน ปล่อยกู้คนได้สิทธิ เราไม่ทิ้งกัน วงเงินสูงสุด 3 ล้านบาท พร้อมอัตราดอกเบี้ยคงที่ 1.99% ต่อปี นานถึง 2 ปีแรก ตั้งแต่ 1 มิ.ย.-30 ธ.ค.นี้
2293|อัตราแลกเปลี่ยนเงินตราต่างประเทศ (1 มิ.ย.63)|อัตราแลกเปลี่ยนเงินตราต่างประเทศ (Currency Cross Rate) วันที่ 1 มิถุนายน 2563 ณ เวลาประมาณ 17.43น.
2294|หุ้นไทย ภาคบ่าย ปิดตลาด 1,352.37 จุด บวก 9.52 จุด หรือ 0.71%|กรุงเทพธุรกิจออนไลน์ - การซื้อขายหลักทรัพย์ภาคบ่ายวันจันทร์ (1 มิ.ย. 63) เวลา 17.00 น. ดัชนีปิดที่ระดับ 1,352.37 จุด ปรับเพิ่มขึ้น 9.52 จุดหรือคิดเป็น 0.71% มูลค่าการซื้อ-ขายทั้งสิ้น 65,154.66 ล้านบาท

2295|หุ้นไทย ภาคเช้า ปิดที่ 1,357.45 จุด บวก 14.60 จุด หรือ 1.09%|กรุงเทพธุรกิจออนไลน์ - การซื้อขายหลักทรัพย์ภาคเช้าวันจันทร์ (1 มิ.ย. 63) เวลา 12.30 น. ดัชนีปิดอยู่ที่ 1,357.45 จุด ปรับเพิ่มขึ้น 14.60 จุด หรือ 1.09% มูลค่าการซื้อ-ขายทั้งสิ้น 33,596.68 ล้านบาท

2296|เราไม่ทิ้งกัน โอน เงินเยียวยา หมื่นห้า ให้ผู้มีสิทธิ 5.8 หมื่นราย ใน 2 มิ.ย.นี้ |คลังโอน เงินเยียวยา จาก เราไม่ทิ้งกัน ก้อนเดียว 15,000 บาทให้ผู้มีสิทธิ 5.8 หมื่นรายในวันที่ 1-2 มิถุนายนนี้ ผู้เปลี่ยนสถานะที่เหลือไม่เกิน 5 มิถุนายนได้เงินชัวร์
2297|บลจ.อเบอร์ดีน ชูกองทุนSSFและSSFXโค้งสุดท้ายหนุนออมระยะยาว|บลจ. อเบอร์ดีน สแตนดาร์ด เปิดเสนอขายกองทุนรวมเพื่อการออม SSF และ SSFX สำหรับการลงทุนระยะยาวเพื่ออนาคตพร้อมสิทธิลดหย่อนภาษี เสนอขายหน่วยลงทุนครั้งแรก (IPO) 1-10 มิ.ย. 63
